
//1
Position	Likelihood	Alpha
69289729.8750	1.936171e-01	6.417658e-04
69401127.9375	0.000000e+00	2.264152e-01
69512526.0000	0.000000e+00	4.444446e-01
69623924.0625	1.176485e-01	1.166696e-02
69735322.1250	1.369178e-02	9.903075e-03
69846720.1875	1.029143e-01	3.710531e-03
69958118.2500	0.000000e+00	5.714286e-02
70069516.3125	1.494829e-03	2.138554e-03
70180914.3750	3.900908e-03	6.141868e-02
70292312.4375	6.158163e-01	2.713653e-03
70403710.5000	0.000000e+00	5.660380e-02
70515108.5625	5.599757e-01	2.269263e-02
70626506.6250	3.338818e+00	1.202954e-05
70737904.6875	2.894465e-01	1.545222e-04
70849302.7500	1.050384e+00	7.796821e-03
70960700.8125	2.203556e+00	3.863162e-04
71072098.8750	3.148852e+00	1.183240e-04
71183496.9375	4.850357e-01	3.702037e-02
71294895.0000	3.149436e-02	7.968696e-03
71406293.0625	4.940790e-02	1.187792e-02
71517691.1250	4.055857e-02	7.554263e-03
71629089.1875	1.318107e+00	1.307687e-03
71740487.2500	3.830021e-02	2.420243e-02
71851885.3125	2.813066e-01	6.305636e-03
71963283.3750	1.369720e-02	2.089548e+02
72074681.4375	3.900908e-03	1.191311e-02
72186079.5000	0.000000e+00	2.400000e-01
72297477.5625	0.000000e+00	4.444445e-01
72408875.6250	0.000000e+00	1.363636e-01
72520273.6875	0.000000e+00	2.158274e-02
72631671.7500	1.296667e-01	1.393680e-03
72743069.8125	1.467320e-01	8.508475e-03
72854467.8750	1.407053e-01	3.344312e-02
72965865.9375	2.248560e-02	3.506846e-03
73077264.0000	2.811569e+00	1.201799e-04
73188662.0625	3.900908e-03	1.151600e-01
73300060.1250	9.446913e+00	1.214402e-04
73411458.1875	1.369720e-02	9.084993e-02
73522856.2500	3.900908e-03	2.763841e+00
73634254.3125	6.858746e-02	7.216293e-03
73745652.3750	1.137372e-01	8.012190e-03
73857050.4375	5.465620e-03	1.515999e-02
73968448.5000	3.480569e-02	1.460491e-02
74079846.5625	1.650597e-01	2.281877e-03
74191244.6250	1.409520e-02	1.685120e-02
74302642.6875	5.270014e-01	5.364870e-03
74414040.7500	6.449188e-01	3.314910e-03
74525438.8125	3.900907e-03	1.063016e-01
74636836.8750	3.265736e-02	3.138478e-03
74748234.9375	3.913437e-01	8.262224e-04
74859633.0000	4.329352e-01	3.344427e-03
74971031.0625	8.071353e-02	3.981163e-03
75082429.1250	0.000000e+00	1.466993e-02
75193827.1875	2.466901e-02	4.170755e-03
75305225.2500	4.943086e+01	2.553220e-05
75416623.3125	5.372319e-02	5.427411e-03
75528021.3750	6.390089e-02	9.751618e-03
75639419.4375	1.369734e-02	6.331965e-02
75750817.5000	9.305136e-03	1.925907e-02
75862215.5625	1.731412e+00	3.677181e-04
75973613.6250	9.876590e-02	1.821906e-02
76085011.6875	0.000000e+00	2.000000e+00
76196409.7500	4.861118e-01	3.437606e-02
76307807.8125	5.848672e-01	2.091567e-03
76419205.8750	2.314894e-01	2.881458e-03
76530603.9375	5.072765e+00	6.989399e-05
76642002.0000	6.871801e-02	1.882476e-02
76753400.0625	4.566056e-02	3.619248e-03
76864798.1250	3.173674e+01	6.602063e-05
76976196.1875	2.367844e-01	4.112585e-03
77087594.2500	0.000000e+00	2.857143e-01
77198992.3125	3.900908e-03	8.128943e-02
77310390.3750	3.365733e-02	1.728745e-02
77421788.4375	3.670688e-01	2.401923e-03
77533186.5000	2.936406e-01	1.577901e-03
77644584.5625	0.000000e+00	3.973510e-02
77755982.6250	0.000000e+00	1.237114e-01
77867380.6875	2.561801e-01	2.225762e-03
77978778.7500	3.059727e-03	1.288695e-01
78090176.8125	1.339195e-01	1.119059e-03
78201574.8750	9.019328e+01	1.057680e-05
78312972.9375	2.199375e+01	6.621743e-06
78424371.0000	4.638103e-01	2.329311e-02
78535769.0625	2.126367e+00	5.869955e-04
78647167.1250	0.000000e+00	2.905569e-02
78758565.1875	0.000000e+00	3.883496e-02
78869963.2500	1.387033e+01	1.050625e-04
78981361.3125	3.374933e+00	2.440168e-04
79092759.3750	4.055201e-02	9.820539e-02
79204157.4375	5.247018e-01	4.829773e-03
79315555.5000	5.797315e-01	1.367090e-03
79426953.5625	6.441434e-01	1.697840e-03
79538351.6250	2.267535e+00	1.035485e-04
79649749.6875	4.055182e-02	9.206757e-02
79761147.7500	3.590198e-01	5.117071e-03
79872545.8125	2.499387e-01	1.127749e-03
79983943.8750	1.186763e+00	6.876846e-04
80095341.9375	0.000000e+00	1.846155e-01
80206740.0000	1.639983e+00	3.813712e-04
80318138.0625	7.910198e-02	5.983949e-03
80429536.1250	2.618006e-02	1.401756e-02
80540934.1875	3.566659e-03	1.240167e-02
80652332.2500	3.900907e-03	2.159250e-02
80763730.3125	3.335642e-02	6.466297e-03
80875128.3750	8.324760e-02	8.236887e-03
80986526.4375	1.381003e-01	6.572764e-04
81097924.5000	2.251324e-01	3.827127e-03
81209322.5625	0.000000e+00	1.980198e-02
81320720.6250	2.481249e-03	5.424326e-03
81432118.6875	7.906095e-02	2.182017e-03
81543516.7500	1.568356e-01	1.071891e-03
81654914.8125	3.736472e-02	4.992927e-04
81766312.8750	3.709052e-01	3.045414e-03
81877710.9375	5.616421e-02	4.214353e-03
81989109.0000	0.000000e+00	1.250000e-01
82100507.0625	1.192291e-01	5.754223e-03
82211905.1250	1.834695e+01	4.214314e-05
82323303.1875	2.737822e+01	9.052897e-05
82434701.2500	1.805566e+02	7.712659e-06
82546099.3125	9.840079e+01	1.697458e-05
82657497.3750	1.619767e-02	8.099023e-03
82768895.4375	9.870051e-02	1.730811e-01
82880293.5000	3.900797e-03	1.212211e-02
82991691.5625	0.000000e+00	5.825245e-02
83103089.6250	4.055182e-02	3.202350e-02
83214487.6875	2.016309e+00	6.070536e-03
83325885.7500	8.537027e-01	5.463039e-03
83437283.8125	2.931999e-04	2.642615e-03
83548681.8750	3.392616e+00	4.013019e-05
83660079.9375	1.730826e-02	7.254176e-03
83771478.0000	2.472044e-01	1.805928e-02
83882876.0625	7.608148e-01	8.637003e-02
83994274.1250	4.627691e-02	2.584353e-02
84105672.1875	0.000000e+00	1.520913e-02
84217070.2500	9.859483e-02	1.997089e-02
84328468.3125	1.748170e-01	3.946061e-03
84439866.3750	0.000000e+00	1.090909e-01
84551264.4375	5.985040e-01	6.725313e-04
84662662.5000	2.568959e+00	3.897362e-04
84774060.5625	0.000000e+00	3.750001e-01
84885458.6250	1.563804e+02	1.851561e-05
84996856.6875	0.000000e+00	3.000000e+00
85108254.7500	0.000000e+00	9.230770e-01
85219652.8125	1.105356e+00	3.641278e-03
85331050.8750	4.043919e-02	4.877751e-03
85442448.9375	4.921007e-03	4.798334e-03
85553847.0000	0.000000e+00	5.217392e-01
85665245.0625	2.811849e+00	7.466523e-04
85776643.1250	4.051251e-02	4.910269e-02
85888041.1875	3.755666e-01	1.060701e-03
85999439.2500	0.000000e+00	1.791045e-01
86110837.3125	7.333374e-01	1.684554e-03
86222235.3750	2.148294e-01	1.591420e-01
86333633.4375	1.731087e-01	1.717133e-02
86445031.5000	1.339853e-02	5.197881e-03
86556429.5625	0.000000e+00	3.692308e-02
86667827.6250	4.246085e+00	2.336122e-04
86779225.6875	0.000000e+00	1.200000e+00
86890623.7500	4.537752e-01	7.810025e-03
87002021.8125	0.000000e+00	4.181185e-02
87113419.8750	3.509069e-02	3.682978e-02
87224817.9375	2.531514e+02	1.031963e-05
87336216.0000	4.802139e+00	8.577344e-05
87447614.0625	1.001391e-01	4.454777e-03
87559012.1250	3.068332e+00	2.900246e-04
87670410.1875	2.551168e+00	3.714684e-04
87781808.2500	1.748428e-01	1.219051e-02
87893206.3125	2.779634e+01	6.721168e-05
88004604.3750	2.261741e-03	2.335528e-03
88116002.4375	0.000000e+00	1.276596e-01
88227400.5000	4.055182e-02	3.425770e-02
88338798.5625	3.900908e-03	1.727400e-01
88450196.6250	3.395143e-02	1.526279e-02
88561594.6875	6.222553e-03	2.554210e-03
88672992.7500	7.233692e-01	8.213085e-04
88784390.8125	1.029504e-01	9.914193e-04
88895788.8750	0.000000e+00	4.615385e-01
89007186.9375	3.329377e+00	3.090815e-04
89118585.0000	2.648610e-03	2.644277e-02
89229983.0625	1.730646e-01	1.715564e-04
89341381.1250	1.185486e-01	1.199837e-03
89452779.1875	1.422063e-01	1.855607e-03
89564177.2500	3.309733e-01	1.110931e-03
89675575.3125	5.859617e-01	2.615374e-02
89786973.3750	0.000000e+00	1.518987e-01
89898371.4375	1.939773e+01	6.295872e-05
90009769.5000	9.009248e-01	8.991456e-05
90121167.5625	2.141281e-01	4.967805e-03
90232565.6250	3.900647e-03	1.012396e-02
90343963.6875	8.488236e-01	8.182552e-04
90455361.7500	3.600615e-02	7.477568e-03
90566759.8125	5.702009e-01	1.302459e-03
90678157.8750	7.282314e-01	1.054562e-01
90789555.9375	2.003560e-02	7.914952e-03
90900954.0000	2.249380e+00	7.519472e-05
91012352.0625	8.071332e-02	1.126744e-02
91123750.1250	1.411926e-02	8.358192e-02
91235148.1875	3.470712e-02	3.939930e-02
91346546.2500	0.000000e+00	3.947370e-02
91457944.3125	0.000000e+00	2.434077e-02
91569342.3750	1.748627e-01	3.413343e-01
91680740.4375	2.192422e+01	4.813650e-05
91792138.5000	1.155572e-01	3.471943e-03
91903536.5625	2.309119e+00	4.300756e-04
92014934.6250	1.131841e+00	3.069148e-03
92126332.6875	0.000000e+00	6.315792e-02
92237730.7500	1.703810e-01	7.280882e-03
92349128.8125	0.000000e+00	6.000001e+00
92460526.8750	0.000000e+00	1.621622e-01
92571924.9375	3.898783e-01	3.487334e-03
92683323.0000	7.488634e+00	1.031568e-04
92794721.0625	0.000000e+00	1.111112e-01
92906119.1250	4.632289e-02	1.053175e-01
93017517.1875	2.347366e+00	1.201459e-03
93128915.2500	0.000000e+00	2.169982e-02
93240313.3125	2.342112e-01	4.896445e-03
93351711.3750	1.437892e-02	1.050024e-02
93463109.4375	1.827775e-01	2.406324e-02
93574507.5000	3.900908e-03	9.212803e-02
93685905.5625	2.463028e-01	2.800997e-03
93797303.6250	2.246707e-01	2.808781e-03
93908701.6875	9.033382e-01	2.333677e-03
94020099.7500	1.092630e+00	1.663766e-03
94131497.8125	3.665050e-01	2.771513e-02
94242895.8750	0.000000e+00	2.500000e-01
94354293.9375	3.470855e-02	8.916684e-03
94465692.0000	2.300630e-01	9.436775e-04
94577090.0625	3.900908e-03	3.370537e-02
94688488.1250	2.195451e+01	8.572917e-05
94799886.1875	0.000000e+00	1.333334e-01
94911284.2500	2.623165e-01	1.421645e-03
95022682.3125	1.773191e-01	2.275562e-01
95134080.3750	1.168487e-01	6.721577e-04
95245478.4375	1.934171e-01	3.386000e-03
95356876.5000	1.652998e-01	4.678571e-03
95468274.5625	0.000000e+00	2.926829e-01
95579672.6250	3.841873e+00	1.026922e-03
95691070.6875	0.000000e+00	5.599628e-03
95802468.7500	1.120605e+00	1.532901e-02
95913866.8125	9.405658e-01	1.445054e-03
96025264.8750	7.630379e-02	3.846379e-03
96136662.9375	4.308542e-01	6.527942e-03
96248061.0000	8.361682e-01	2.823519e-03
96359459.0625	1.751837e-01	3.297916e-03
96470857.1250	2.250041e+00	3.042005e-03
96582255.1875	9.890262e-02	1.821906e-02
96693653.2500	1.359811e-02	1.274115e-02
96805051.3125	2.479648e-01	4.661650e-03
96916449.3750	0.000000e+00	6.382980e-02
97027847.4375	3.385515e+00	1.962243e-04
97139245.5000	7.877355e-01	9.886989e-04
97250643.5625	1.384229e-02	1.632460e-02
97362041.6250	1.369962e-02	5.527905e-03
97473439.6875	7.857743e-01	9.093093e-04
97584837.7500	0.000000e+00	1.980198e-02
97696235.8125	5.453687e-02	2.438876e-03
97807633.8750	1.059955e-01	1.610693e-03
97919031.9375	4.109769e-03	1.794702e-02
98030430.0000	2.857083e-01	4.504835e-03
98141828.0625	3.900907e-03	2.607397e-02
98253226.1250	1.304614e-01	3.857998e-03
98364624.1875	0.000000e+00	1.200000e+03
98476022.2500	0.000000e+00	3.960396e-02
98587420.3125	3.077056e-01	2.821899e-03
98698818.3750	2.839362e+01	5.716457e-05
98810216.4375	1.216552e-01	6.496146e-03
98921614.5000	3.747522e-03	2.657539e-02
99033012.5625	6.360859e-01	5.505644e-03
99144410.6250	3.129775e-01	9.076091e-05
99255808.6875	3.901512e-03	1.023645e-01
99367206.7500	1.320601e+02	2.346356e-05
99478604.8125	1.298615e+00	6.593077e-03
99590002.8750	9.868651e-02	1.081757e-02
99701400.9375	9.717731e-02	2.381376e-03
99812799.0000	0.000000e+00	2.727274e-01
99924197.0625	2.803626e-03	1.144401e-02
100035595.1250	1.117897e-01	7.938505e-03
100146993.1875	2.110075e+01	1.740840e-05
100258391.2500	2.143303e+00	1.919440e-04
100369789.3125	3.859398e-02	6.914980e-03
100481187.3750	3.929516e-03	7.634921e-03
100592585.4375	1.369709e-02	3.942544e-02
100703983.5000	1.369746e-02	2.487557e-02
100815381.5625	3.095941e+00	2.559112e-04
100926779.6250	1.558128e+00	2.279683e-03
101038177.6875	7.905915e-01	9.011344e-04
101149575.7500	8.172452e-06	1.227627e-02
101260973.8125	0.000000e+00	3.797470e-02
101372371.8750	0.000000e+00	4.460968e-02
101483769.9375	3.900908e-03	1.381920e+00
101595168.0000	0.000000e+00	7.643313e-02
101706566.0625	0.000000e+00	1.518988e-01
101817964.1250	3.900907e-03	5.527683e-01
101929362.1875	4.899293e-01	1.757168e-03
102040760.2500	1.416589e-01	1.313687e-03
102152158.3125	1.907204e-01	1.253272e-03
102263556.3750	3.446545e-03	6.909089e-03
102374954.4375	8.551376e-01	6.393364e-04
102486352.5000	3.636123e-02	2.823616e-02
102597750.5625	3.606923e-01	3.471944e-03
102709148.6250	5.933273e+00	3.684620e-04
102820546.6875	1.038194e-04	3.810418e-03
102931944.7500	3.900907e-03	7.086772e-02
103043342.8125	0.000000e+00	3.234502e-02
103154740.8750	4.332799e+01	1.938676e-05
103266138.9375	1.177081e+02	2.543088e-05
103377537.0000	6.490744e+00	9.332312e-05
103488935.0625	1.306159e-01	1.004584e-03
103600333.1250	0.000000e+00	4.080245e-03
103711731.1875	1.204799e+02	3.934799e-05
103823129.2500	0.000000e+00	4.444445e-01
103934527.3125	1.361695e-02	4.179097e-02
104045925.3750	8.071419e-02	1.706213e-01
104157323.4375	0.000000e+00	1.333333e+00
104268721.5000	4.362364e+01	1.468269e-05
104380119.5625	0.000000e+00	3.636365e-01
104491517.6250	4.429652e+00	1.520914e-03
104602915.6875	5.844781e-01	2.967902e-02
104714313.7500	8.071359e-02	5.971744e-01
104825711.8125	9.374248e-01	8.428005e-03
104937109.8750	2.081360e+01	4.462863e-05
105048507.9375	9.138586e+00	9.438226e-05
105159906.0000	4.203624e+01	8.681440e-06
105271304.0625	3.755798e+00	2.088809e-04
105382702.1250	3.779667e+00	3.736565e-04
105494100.1875	0.000000e+00	2.926830e-01
105605498.2500	3.761094e-02	6.183102e-03
105716896.3125	6.896831e-02	1.883594e-02
105828294.3750	0.000000e+00	1.600001e-01
105939692.4375	5.700829e-01	2.037159e-02
106051090.5000	7.400815e+01	1.001604e-05
106162488.5625	3.900908e-03	6.281457e-02
106273886.6250	0.000000e+00	7.017545e-02
106385284.6875	1.279453e+00	1.029278e-03
106496682.7500	4.324282e+01	1.663569e-05
106608080.8125	6.349500e-02	8.183785e-03
106719478.8750	3.496588e-02	1.746567e-02
106830876.9375	6.617075e-01	5.791458e-03
106942275.0000	1.487521e-01	6.008348e-03
107053673.0625	2.957750e+00	9.601086e-05
107165071.1250	3.763108e-02	2.871474e-02
107276469.1875	0.000000e+00	1.440576e-02
107387867.2500	8.473488e+01	6.919194e-06
107499265.3125	5.788801e+00	1.008749e-04
107610663.3750	1.746777e-03	1.040693e-02
107722061.4375	4.895395e-01	6.666276e-05
107833459.5000	2.363959e+00	6.364410e-05
107944857.5625	1.631473e+00	1.333530e-03
108056255.6250	0.000000e+00	1.791045e-01
108167653.6875	6.681413e-03	1.022069e-01
108279051.7500	1.927412e-02	3.105439e-02
108390449.8125	0.000000e+00	1.333333e+00
108501847.8750	0.000000e+00	1.333333e+00
108613245.9375	3.232586e+00	2.258843e-05
108724644.0000	3.252789e-02	7.029750e-03
108836042.0625	4.576501e-03	1.181128e-02
108947440.1250	1.336268e+01	1.548734e-05
109058838.1875	2.073628e-01	5.408783e-03
109170236.2500	0.000000e+00	3.703704e-02
109281634.3125	4.069679e-01	9.833810e-03
109393032.3750	1.798553e+00	5.544795e-04
109504430.4375	0.000000e+00	4.000002e-01
109615828.5000	1.043227e+00	1.094583e-02
109727226.5625	1.361906e+00	3.912845e-03
109838624.6250	9.784535e-01	6.383350e-03
109950022.6875	1.015058e-02	1.523219e-01
110061420.7500	5.105106e-01	2.804781e-02
110172818.8125	1.090611e+02	4.820277e-05
110284216.8750	4.103741e-03	1.042959e-02
110395614.9375	3.271675e-01	1.007087e-02
110507013.0000	0.000000e+00	1.042119e-03
110618411.0625	3.608372e+01	3.239626e-05
110729809.1250	9.092471e-02	4.628879e-03
110841207.1875	2.037830e-01	8.977801e-03
110952605.2500	3.673565e-01	3.013039e-03
111064003.3125	3.873079e-01	4.050813e-03
111175401.3750	0.000000e+00	1.904762e-02
111286798.0000	4.861116e-01	4.812649e+01

//3
Position	Likelihood	Alpha
138.0000	2.462771e+00	3.997375e-02
108198.8984	3.570850e-02	1.115970e-02
216259.7969	8.006888e-01	5.654667e-02
324320.6953	7.854968e-01	5.598967e-03
432381.5938	2.578462e-02	4.936758e-02
540442.4922	9.708711e-01	1.313355e-03
648503.3906	6.789333e+00	1.089027e-04
756564.2891	1.072841e+00	3.942422e-04
864625.1875	2.658058e-01	1.344801e-03
972686.0859	4.613643e-02	1.149913e-02
1080746.9844	5.635363e-01	1.572421e-03
1188807.8828	6.790096e-01	8.619925e-04
1296868.7812	1.180184e-01	5.736711e-03
1404929.6797	2.578019e-02	1.436148e-02
1512990.5781	1.025176e+01	4.141824e-05
1621051.4766	4.529676e-01	1.136423e-02
1729112.3750	7.572592e-01	3.090162e-04
1837173.2734	9.820527e-09	6.282721e-02
1945234.1719	5.442955e-01	5.816310e-05
2053295.0703	2.678136e+00	1.227392e-04
2161355.9688	2.941086e-02	1.316469e-02
2269416.8672	8.727250e-01	6.309578e-04
2377477.7656	7.733499e-03	5.154397e-01
2485538.6641	2.832705e-01	1.349824e-03
2593599.5625	5.650522e+01	1.375768e-04
2701660.4609	4.611382e-02	1.798874e-02
2809721.3594	9.820527e-09	2.307692e-01
2917782.2578	7.800321e-02	3.568573e-03
3025843.1562	1.158297e+00	1.162429e-03
3133904.0547	1.865031e+00	4.546787e-04
3241964.9531	9.820526e-09	8.888886e-02
3350025.8516	6.062675e-02	8.585666e-03
3458086.7500	2.656045e-01	3.923383e-03
3566147.6484	6.196427e-01	8.295440e-04
3674208.5469	2.235040e-01	4.926324e-02
3782269.4453	1.637940e-02	4.957686e-03
3890330.3438	9.354463e-01	2.502684e-03
3998391.2422	4.613643e-02	6.265043e-02
4106452.1406	5.589903e+00	5.603138e-04
4214513.0391	1.924624e-08	3.380282e-02
4322573.9375	3.664249e-01	2.784444e-02
4430634.8359	7.733510e-03	2.342908e-01
4538695.7344	7.733499e-03	2.577199e+00
4646756.6328	7.770593e+01	1.347552e-05
4754817.5312	6.024931e-01	3.722302e-04
4862878.4297	6.990977e-02	1.388664e-02
4970939.3281	5.466216e+00	5.327362e-04
5079000.2266	7.945478e+00	6.293996e-05
5187061.1250	9.820527e-09	1.846153e-01
5295122.0234	4.797708e-01	6.698546e-04
5403182.9219	4.613643e-02	6.265043e-02
5511243.8203	9.820527e-09	2.666666e-01
5619304.7188	1.396856e+00	2.666535e-04
5727365.6172	9.399892e-09	1.237113e-01
5835426.5156	4.981032e-02	2.162094e-03
5943487.4141	7.733500e-03	5.154397e-01
6051548.3125	4.613657e-02	3.949702e-02
6159609.2109	1.148832e-02	6.324105e-03
6267670.1094	2.549263e-02	7.416727e-03
6375731.0078	3.169577e-08	9.819965e-03
6483791.9062	1.501469e+01	9.135274e-05
6591852.8047	9.820527e-09	1.538461e-01
6699913.7031	4.606691e-02	1.149913e-02
6807974.6016	4.613643e-02	1.816863e+00
6916035.5000	9.820527e-09	1.237113e-01
7024096.3984	2.970421e-01	2.242132e-03
7132157.2969	6.406953e+01	4.849927e-05
7240218.1953	1.806999e-08	2.542373e-02
7348279.0938	1.586735e-01	3.614746e-02
7456339.9922	9.399883e-09	2.505219e-02
7564400.8906	9.399890e-09	2.985074e-02
7672461.7891	6.844414e-01	3.048447e-03
7780522.6875	1.524516e-01	4.092154e-04
7888583.5859	5.413645e-01	1.367164e-03
7996644.4844	1.566268e-01	1.301308e-03
8104705.3828	8.883250e-03	5.857268e-02
8212766.2812	1.603285e-02	1.301615e-02
8320827.1797	9.399887e-09	5.999999e+00
8428888.0781	9.399879e-09	2.970296e-02
8536948.9766	1.564082e+01	2.385049e-05
8645009.8750	7.733499e-03	3.681712e-01
8753070.7734	1.769912e-02	8.036724e-03
8861131.6719	1.233688e+00	2.339919e-03
8969192.5703	7.733340e-03	8.765982e-03
9077253.4688	1.942531e-01	2.911639e-03
9185314.3672	1.687937e+00	4.505811e-04
9293375.2656	6.866613e-01	5.174891e-03
9401436.1641	9.906288e+00	1.073340e-04
9509497.0625	7.733499e-03	8.886890e-02
9617557.9609	2.785218e-01	1.233621e-03
9725618.8594	7.733499e-03	1.982461e-01
9833679.7578	4.827648e-02	4.646707e-03
9941740.6562	2.494948e-01	7.851274e-01
10049801.5547	2.067037e-02	9.305862e-03
10157862.4531	1.897592e-08	1.721664e-02
10265923.3516	5.114347e-02	1.285112e-02
10373984.2500	1.228509e-01	1.652562e-03
10482045.1484	5.069093e-01	2.243992e-02
10590106.0469	9.160989e-01	5.205479e-04
10698166.9453	1.098694e-01	4.281198e-03
10806227.8438	3.508069e+01	4.821196e-05
10914288.7422	3.658389e+00	1.449602e-03
11022349.6406	2.822364e+01	3.445574e-05
11130410.5391	8.462587e-01	2.876078e-02
11238471.4375	3.511711e-01	4.941020e-03
11346532.3359	7.733499e-03	1.534047e-02
11454593.2344	9.399878e-09	9.230766e-02
11562654.1328	1.476998e-03	1.682420e-02
11670715.0312	5.993977e-01	1.737124e-03
11778775.9297	9.820528e-09	2.999999e+00
11886836.8281	3.276598e-01	1.692329e-03
11994897.7266	1.048381e+00	1.602301e-02
12102958.6250	7.733499e-03	6.608201e-02
12211019.5234	1.326528e-01	2.022743e-03
12319080.4219	1.033571e+01	6.601610e-05
12427141.3203	3.695543e+00	1.854003e-05
12535202.2188	2.571700e+00	3.391519e-04
12643263.1172	3.997254e-01	1.689440e-03
12751324.0156	1.922042e-08	3.333333e-01
12859384.9141	1.956007e-08	2.955665e-02
12967445.8125	4.613648e-02	1.107843e-02
13075506.7109	9.399882e-09	1.200000e+01
13183567.6094	2.545771e-02	8.264240e-03
13291628.5078	9.820525e-09	7.228913e-02
13399689.4062	2.636644e-01	1.332211e-03
13507750.3047	7.978789e-01	5.528280e-04
13615811.2031	2.210145e-02	1.680146e-03
13723872.1016	1.559297e+01	1.180019e-05
13831933.0000	7.156787e-01	4.578678e-03
13939993.8984	2.337958e+00	3.683029e-04
14048054.7969	4.704396e-02	1.746983e-02
14156115.6953	2.953352e-01	4.965935e-03
14264176.5938	1.480920e+00	1.059917e-03
14372237.4922	2.578293e-02	1.490342e-02
14480298.3906	1.841109e+00	8.675741e-04
14588359.2891	7.312222e+00	1.312047e-04
14696420.1875	1.508075e-01	1.378181e-02
14804481.0859	2.578462e-02	6.868533e-02
14912541.9844	9.820528e-09	1.481481e-01
15020602.8828	1.289562e+01	4.830919e-05
15128663.7812	7.117204e-01	4.618398e-03
15236724.6797	2.575098e-02	2.106350e-02
15344785.5781	2.979552e-01	1.274002e-02
15452846.4766	1.758469e+00	5.523080e-04
15560907.3750	1.277757e-01	3.317749e-03
15668968.2734	8.554619e-02	2.002337e-03
15777029.1719	9.399892e-09	1.791045e-01
15885090.0703	7.824749e+01	1.020861e-05
15993150.9688	9.820526e-09	8.823527e-02
16101211.8672	4.613643e-02	2.930423e-02
16209272.7656	1.224140e-01	7.365151e-03
16317333.6641	8.307384e-01	1.212878e-03
16425394.5625	9.820525e-09	7.142854e-02
16533455.4609	9.943026e-09	1.152737e-02
16641516.3594	3.608560e+00	1.251253e-04
16749577.2578	2.664591e+00	1.335599e-04
16857638.1562	4.928961e-01	1.223567e-03
16965699.0547	2.462685e+00	3.102715e-04
17073759.9531	7.050870e-01	1.724919e-03
17181820.8516	6.332114e-01	3.536489e-03
17289881.7500	7.360378e-01	1.362702e-03
17397942.6484	3.099926e-02	1.338782e-02
17506003.5469	7.938235e-02	1.073128e-02
17614064.4453	3.551898e+00	1.153831e-04
17722125.3438	2.297574e+00	8.349851e-05
17830186.2422	7.251072e-02	1.550563e-03
17938247.1406	5.334988e+00	9.500582e-05
18046308.0391	2.521687e+01	2.661492e-05
18154368.9375	2.578463e-02	1.053175e-01
18262429.8359	2.494948e-01	7.851274e-02
18370490.7344	9.820529e-09	1.379310e-01
18478551.6328	3.297978e+01	2.855442e-05
18586612.5312	1.447148e-01	8.108812e-03
18694673.4297	6.168823e-03	9.906240e-03
18802734.3281	3.301617e-01	4.352715e-04
18910795.2266	4.613642e-02	3.633725e-01
19018856.1250	5.052713e-01	5.161183e-01
19126917.0234	1.098694e-01	4.936757e-02
19234977.9219	4.613643e-02	9.562435e-02
19343038.8203	2.371283e-01	4.887483e-04
19451099.7188	4.781844e+00	1.654543e-04
19559160.6172	1.340881e+00	6.901533e-03
19667221.5156	6.860286e+00	1.593674e-05
19775282.4141	1.103867e+00	2.448522e-03
19883343.3125	9.820529e-09	1.690141e-01
19991404.2109	6.236892e+01	1.905653e-05
20099465.1094	9.292341e-01	2.089679e-04
20207526.0078	8.261026e+00	3.126170e-04
20315586.9062	4.675381e+01	5.147328e-05
20423647.8047	4.496453e-02	2.053963e-03
20531708.7031	1.114148e-01	8.975919e-03
20639769.6016	3.323637e-01	1.716016e-03
20747830.5000	1.218283e-01	1.361864e-02
20855891.3984	9.820525e-09	1.430274e-02
20963952.2969	7.733509e-03	9.237269e-03
21072013.1953	9.820528e-09	3.550296e-02
21180074.0938	2.456499e+00	1.450612e-04
21288134.9922	7.300115e-01	5.223871e-04
21396195.8906	9.820528e-09	1.621621e-01
21504256.7891	9.752322e+01	1.668155e-05
21612317.6875	1.301096e+00	3.854936e-04
21720378.5859	9.820528e-09	1.846154e-01
21828439.4844	4.856780e-01	2.003415e-03
21936500.3828	6.166832e-02	2.264324e-03
22044561.2812	1.682464e-01	7.810024e-03
22152622.1797	5.358019e-04	4.809883e-03
22260683.0781	5.780900e-01	1.344058e-03
22368743.9766	3.580977e+01	1.154571e-05
22476804.8750	9.820525e-09	8.053688e-02
22584865.7734	5.062362e-01	3.970139e-03
22692926.6719	1.000787e-02	2.139947e-03
22800987.5703	8.482158e-01	7.952516e-04
22909048.4688	9.820527e-09	2.193784e-02
23017109.3672	9.820528e-09	1.445783e-01
23125170.2656	9.820529e-09	3.582089e-02
23233231.1641	9.399893e-09	4.000000e-01
23341292.0625	1.932974e-01	7.204042e-03
23449352.9609	9.820529e-09	3.370787e-02
23557413.8594	1.387204e-02	5.506835e-03
23665474.7578	7.883671e-01	3.886681e-04
23773535.6562	5.241185e+00	2.240024e-04
23881596.5547	9.820526e-09	4.332129e-02
23989657.4531	1.258840e+00	1.808306e-02
24097718.3516	9.820525e-09	4.897957e-02
24205779.2500	7.050820e-01	5.942034e-03
24313840.1484	9.820526e-09	1.200000e-01
24421901.0469	9.820529e-09	1.107011e-02
24529961.9453	1.007533e-01	5.489906e-03
24638022.8438	9.820528e-09	2.962963e-02
